id,transcript,intent,service_type,urgency_level
2876,i need nursing care for a cancer patient,request_service,nursing_assistance,medium
2877,i need palliative nursing care,request_service,nursing_assistance,medium
2878,i need end of life nursing care,request_service,nursing_assistance,medium
2879,i need respiratory care at home,request_service,nursing_assistance,medium
2880,i need oxygen therapy assistance,request_service,nursing_assistance,high
2881,i need nebulizer assistance,request_service,nursing_assistance,medium
2882,i need first aid for a sprained ankle,request_service,nursing_assistance,medium
2883,i need first aid for a broken arm,emergency_request,nursing_assistance,high
2884,i need first aid for a broken leg,emergency_request,nursing_assistance,high
2885,i need first aid after a fall,request_service,nursing_assistance,high
2886,i need someone to examine an injury,emergency_request,nursing_assistance,medium
2887,i need urgent nursing care,emergency_request,nursing_assistance,high
2888,i need immediate nursing assistance,request_service,nursing_assistance,high
2889,please send a nurse immediately,emergency_request,nursing_assistance,high
2890,i need emergency first aid,emergency_request,nursing_assistance,high
2891,someone needs first aid immediately,emergency_request,nursing_assistance,high
2892,i need medical support before going to the hospital,request_service,nursing_assistance,high
2893,i need first aid for severe bleeding,emergency_request,nursing_assistance,high
2894,i need assistance after a minor accident,emergency_request,nursing_assistance,medium
2895,i need care for an injured patient,emergency_request,nursing_assistance,medium
2896,i need nursing care today,request_service,nursing_assistance,medium
2897,i need same day nursing service,request_service,nursing_assistance,medium
2898,i need home recovery assistance,request_service,nursing_assistance,medium
2899,i need help with post hospital recovery,request_service,nursing_assistance,medium
2900,i need daily nursing care,request_service,nursing_assistance,low
2901,i need weekly nursing visits,request_service,nursing_assistance,low
2902,i need temporary nursing care,request_service,nursing_assistance,low
2903,i need long term nursing assistance,request_service,nursing_assistance,medium
2904,i need overnight nursing care,request_service,nursing_assistance,medium
2905,i need daytime nursing care,request_service,nursing_assistance,low
2906,i need 24 hour nursing care,request_service,nursing_assistance,high
2907,i need someone to monitor a patient,request_service,nursing_assistance,medium
2908,i need medical observation at home,request_service,nursing_assistance,medium
2909,i need assistance with patient rehabilitation,request_service,nursing_assistance,low
2910,i need a nurse for home visits,request_service,nursing_assistance,medium
2911,i need home healthcare services,request_service,nursing_assistance,medium
2912,my patient needs professional nursing care,report_issue,nursing_assistance,medium
2913,my family member needs nursing assistance,report_issue,nursing_assistance,medium
2914,i need nursing services as soon as possible,emergency_request,nursing_assistance,high
2915,i need immediate patient care,request_service,nursing_assistance,high
2916,please arrange nursing assistance today,report_issue,nursing_assistance,medium
2917,i need professional first aid assistance,request_service,nursing_assistance,medium
2918,i need home medical care without delay,emergency_request,nursing_assistance,high
2919,i need a nurse to check my blood pressure,request_service,nursing_assistance,low
2920,i need a nurse to monitor my blood sugar,emergency_request,nursing_assistance,low
2921,i need home care after surgery,request_service,nursing_assistance,medium
2922,i need post operative nursing care,request_service,nursing_assistance,medium
2923,i need someone to remove my stitches,request_service,nursing_assistance,medium
2924,i need assistance changing my bandages,request_service,nursing_assistance,medium
2925,i need wound cleaning at home,request_service,nursing_assistance,medium
2926,i need help treating a minor burn,request_service,nursing_assistance,medium
2927,i need first aid for a deep cut,request_service,nursing_assistance,high
2928,i need first aid for a head injury,emergency_request,nursing_assistance,high
2929,i need first aid for a hand injury,emergency_request,nursing_assistance,medium
2930,i need first aid for a foot injury,emergency_request,nursing_assistance,medium
2931,i need care for an infected wound,request_service,nursing_assistance,medium
2932,i need someone to check my surgical wound,request_service,nursing_assistance,medium
2933,i need assistance with wound healing,request_service,nursing_assistance,medium
2934,i need a nurse to administer medicine,request_service,nursing_assistance,medium
2935,i need someone to inject my prescribed medication,request_service,nursing_assistance,medium
2936,i need help giving medication to a patient,request_service,nursing_assistance,low
2937,i need nursing care for a recovering patient,request_service,nursing_assistance,medium
2938,i need a nurse for my elderly grandmother,request_service,nursing_assistance,medium
2939,i need a nurse for my elderly grandfather,request_service,nursing_assistance,medium
2940,i need home care for my sick parent,request_service,nursing_assistance,medium
2941,i need nursing assistance for my disabled father,request_service,nursing_assistance,medium
2942,i need nursing assistance for my disabled mother,request_service,nursing_assistance,medium
