id,transcript,intent,service_type,urgency_level
14202,please arrange masonry service for the boundary wall at home when convenient,CreateServiceRequest,mason,low
14203,i need routine masonry service for the boundary wall at home,CreateServiceRequest,mason,low
14204,can i book masonry service for the boundary wall at home,CreateServiceRequest,mason,low
14205,i am looking for masonry service for the boundary wall at home,CreateServiceRequest,mason,low
14206,i would like to schedule masonry service for the boundary wall outside the house,CreateServiceRequest,mason,low
14207,please arrange masonry service for the boundary wall outside the house when convenient,CreateServiceRequest,mason,low
14208,i need routine masonry service for the boundary wall outside the house,CreateServiceRequest,mason,low
14209,can i book masonry service for the boundary wall outside the house,CreateServiceRequest,mason,low
14210,i am looking for masonry service for the boundary wall outside the house,CreateServiceRequest,mason,low
14211,i would like someone to check the boundary wall outside the house,CreateServiceRequest,mason,low
14212,i need some help with the boundary wall outside the house,CreateServiceRequest,mason,low
14213,please arrange a service visit for the boundary wall outside the house,CreateServiceRequest,mason,low
14214,i want to book a technician for the boundary wall outside the house,CreateServiceRequest,mason,low
14215,the boundary wall could use some attention outside the house,CreateServiceRequest,mason,low
14216,i would like to schedule masonry service for the boundary wall in the garden,CreateServiceRequest,mason,low
14217,please arrange masonry service for the boundary wall in the garden when convenient,CreateServiceRequest,mason,low
14218,i need routine masonry service for the boundary wall in the garden,CreateServiceRequest,mason,low
14219,can i book masonry service for the boundary wall in the garden,CreateServiceRequest,mason,low
14220,i am looking for masonry service for the boundary wall in the garden,CreateServiceRequest,mason,low
14221,i would like someone to check the boundary wall in the garden,CreateServiceRequest,mason,low
14222,i need some help with the boundary wall in the garden,CreateServiceRequest,mason,low
14223,please arrange a service visit for the boundary wall in the garden,CreateServiceRequest,mason,low
14224,i want to book a technician for the boundary wall in the garden,CreateServiceRequest,mason,low
14225,the boundary wall could use some attention in the garden,CreateServiceRequest,mason,low
14226,i would like to schedule masonry service for the boundary wall at my property,CreateServiceRequest,mason,low
14227,please arrange masonry service for the boundary wall at my property when convenient,CreateServiceRequest,mason,low
14228,i need routine masonry service for the boundary wall at my property,CreateServiceRequest,mason,low
14229,can i book masonry service for the boundary wall at my property,CreateServiceRequest,mason,low
14230,i am looking for masonry service for the boundary wall at my property,CreateServiceRequest,mason,low
14231,i would like someone to check the boundary wall at my property,CreateServiceRequest,mason,low
14232,i need some help with the boundary wall at my property,CreateServiceRequest,mason,low
14233,please arrange a service visit for the boundary wall at my property,CreateServiceRequest,mason,low
14234,i want to book a technician for the boundary wall at my property,CreateServiceRequest,mason,low
14235,the boundary wall could use some attention at my property,CreateServiceRequest,mason,low
14236,i would like to schedule masonry service for the boundary wall near the entrance,CreateServiceRequest,mason,low
14237,please arrange masonry service for the boundary wall near the entrance when convenient,CreateServiceRequest,mason,low
14238,i need routine masonry service for the boundary wall near the entrance,CreateServiceRequest,mason,low
14239,can i book masonry service for the boundary wall near the entrance,CreateServiceRequest,mason,low
14240,i am looking for masonry service for the boundary wall near the entrance,CreateServiceRequest,mason,low
14241,i would like someone to check the boundary wall near the entrance,CreateServiceRequest,mason,low
14242,i need some help with the boundary wall near the entrance,CreateServiceRequest,mason,low
14243,please arrange a service visit for the boundary wall near the entrance,CreateServiceRequest,mason,low
14244,i want to book a technician for the boundary wall near the entrance,CreateServiceRequest,mason,low
14245,the boundary wall could use some attention near the entrance,CreateServiceRequest,mason,low
14246,i would like to schedule masonry service for the floor at home,CreateServiceRequest,mason,low
14247,please arrange masonry service for the floor at home when convenient,CreateServiceRequest,mason,low
14248,i need routine masonry service for the floor at home,CreateServiceRequest,mason,low
14249,can i book masonry service for the floor at home,CreateServiceRequest,mason,low
14250,i am looking for masonry service for the floor at home,CreateServiceRequest,mason,low
14251,i would like someone to check the floor at home,CreateServiceRequest,mason,low
14252,i need some help with the floor at home,CreateServiceRequest,mason,low
14253,please arrange a service visit for the floor at home,CreateServiceRequest,mason,low
14254,i want to book a technician for the floor at home,CreateServiceRequest,mason,low
14255,the floor could use some attention at home,CreateServiceRequest,mason,low
